"","plotID","lastInvYr","lastInvYrSD","priSpecies","secSpecies","priSpeciesName","secSpeciesName","owner","ownerCD","volPerAcre","SI","dominantTreeAge","dominantTreeheight"
"92",22931852010497,2008,0,11,NA,"Ponderosa and Jeffrey pines",NA,"Forest Service",10,655.453638567924,88,44,57
"93",22953417010497,2007,0,12,14,"True fir","Sugar pine","Forest Service",10,3591.69672429319,58,NA,109
"94",22953418010497,2007,0,20,11,"Incense-cedar","Ponderosa and Jeffrey pines","Private and Native American",40,1838.11971554474,28,NA,115
"95",22953455010497,2007,0,12,10,"True fir","Douglas-fir","Private and Native American",40,3580.79325405827,50,NA,91
"96",22953479010497,2007,0,21,12,"Lodgepole pine","True fir","Other Federal",20,10905.3140420479,23,172,104
"97",22953498010497,2007,0,46,11,"Oak","Ponderosa and Jeffrey pines","Forest Service",10,1061.21914555767,40,NA,59
"98",22953501010497,2007,0,11,20,"Ponderosa and Jeffrey pines","Incense-cedar","Private and Native American",40,2143.83042386379,95,NA,113
"99",22953505010497,2007,0,12,11,"True fir","Ponderosa and Jeffrey pines","Private and Native American",40,6409.45363942838,77,NA,85
"100",22953524010497,2007,0,11,NA,"Ponderosa and Jeffrey pines",NA,"Forest Service",10,2552.16711587587,60,135,112
"101",22953525010497,2007,0,11,24,"Ponderosa and Jeffrey pines","Other western softwoods","Forest Service",10,1773.60006272825,36,117,92
"102",22953526010497,2007,0,11,NA,"Ponderosa and Jeffrey pines",NA,"Forest Service",10,3024.44024550334,67,345,123
"103",22953527010497,2007,0,11,20,"Ponderosa and Jeffrey pines","Incense-cedar","Forest Service",10,610.32703210524,34,NA,88
"104",22953534010497,2007,0,12,11,"True fir","Ponderosa and Jeffrey pines","Forest Service",10,2445.32458700993,30,NA,80
"105",22953539010497,2007,0,11,24,"Ponderosa and Jeffrey pines","Other western softwoods","Forest Service",10,1588.2963706783,58,NA,103
"106",22953544010497,2007,0,11,20,"Ponderosa and Jeffrey pines","Incense-cedar","Forest Service",10,2156.96614344127,37,NA,117
"107",22953546010497,2007,0,11,12,"Ponderosa and Jeffrey pines","True fir","Private and Native American",40,927.469468219074,87,NA,52
"108",22953567010497,2007,0,11,48,"Ponderosa and Jeffrey pines","Woodland hardwoods","Forest Service",10,2887.15882201427,70,101,98
"168",29880144010497,2009,0,11,NA,"Ponderosa and Jeffrey pines",NA,"Forest Service",10,2137.96303068937,73,NA,98
"169",29880213010497,2009,0,11,NA,"Ponderosa and Jeffrey pines",NA,"Forest Service",10,258.688102492308,75,NA,30
"170",29880535010497,2009,0,24,11,"Other western softwoods","Ponderosa and Jeffrey pines","Forest Service",10,588.014761133718,66,NA,37
"171",29880540010497,2009,0,11,NA,"Ponderosa and Jeffrey pines",NA,"Forest Service",10,3328.13059374678,87,NA,88
"172",29880731010497,2009,0,48,12,"Woodland hardwoods","True fir","Forest Service",10,1238.88504514807,46,NA,46
"173",29880892010497,2009,0,15,12,"Western white pine","True fir","Forest Service",10,513.213173643168,64,NA,84
"174",29880898010497,2009,0,12,15,"True fir","Western white pine","Other Federal",20,9580.61950821691,49,386,193
"175",29880960010497,2009,0,21,11,"Lodgepole pine","Ponderosa and Jeffrey pines","Forest Service",10,4133.4517567748,87,122,89
"176",29880965010497,2009,0,12,11,"True fir","Ponderosa and Jeffrey pines","Forest Service",10,4059.81738217762,42,NA,97
"177",29880966010497,2009,0,11,12,"Ponderosa and Jeffrey pines","True fir","Private and Native American",40,1578.93138344424,82,NA,80
"178",29880972010497,2009,0,11,NA,"Ponderosa and Jeffrey pines",NA,"Other Federal",20,1147.98687624586,119,NA,57
"179",29881275010497,2009,0,11,12,"Ponderosa and Jeffrey pines","True fir","Forest Service",10,2427.16801936015,33,NA,104
"180",29881294010497,2009,0,48,11,"Woodland hardwoods","Ponderosa and Jeffrey pines","Forest Service",10,617.527529927588,63,NA,18
"181",29881347010497,2009,0,11,12,"Ponderosa and Jeffrey pines","True fir","Private and Native American",40,3354.31130752608,79,214,117
"182",29881357010497,2009,0,12,14,"True fir","Sugar pine","Forest Service",10,6150.54522670168,34,282,140
"183",29881361010497,2009,0,11,24,"Ponderosa and Jeffrey pines","Other western softwoods","Private and Native American",40,4413.24750732151,37,NA,72
"184",30761666020004,2012,0,12,11,"True fir","Ponderosa and Jeffrey pines","Forest Service",10,4474.93817944849,37,148,84
"185",30761667020004,2012,0,12,11,"True fir","Ponderosa and Jeffrey pines","Private and Native American",40,1450.95459169829,44,NA,80
"186",30761671020004,2012,0,12,20,"True fir","Incense-cedar","Private and Native American",40,839.769433485106,37,61,30
"187",30761672020004,2012,0,12,14,"True fir","Sugar pine","Private and Native American",40,2931.25431897027,41,107,100
"188",30761912020004,2012,0,12,11,"True fir","Ponderosa and Jeffrey pines","Forest Service",10,7763.83917239084,46,NA,90
"189",30761914020004,2012,0,11,12,"Ponderosa and Jeffrey pines","True fir","Private and Native American",40,851.598259190056,36,93,78
"190",30761916020004,2012,0,11,24,"Ponderosa and Jeffrey pines","Other western softwoods","Private and Native American",40,2778.98076958801,102,NA,121
"191",30761919020004,2012,0,11,12,"Ponderosa and Jeffrey pines","True fir","Forest Service",10,2453.12825150167,50,52,66
"192",30761920020004,2012,0,11,24,"Ponderosa and Jeffrey pines","Other western softwoods","Forest Service",10,2777.44183748152,40,NA,90
"193",30761922020004,2012,0,11,20,"Ponderosa and Jeffrey pines","Incense-cedar","Private and Native American",40,3617.85658044401,32,63,51
"194",30761923020004,2012,0,48,11,"Woodland hardwoods","Ponderosa and Jeffrey pines","Forest Service",10,980.461625528342,49,NA,NA
"195",30761926020004,2012,0,11,20,"Ponderosa and Jeffrey pines","Incense-cedar","Forest Service",10,2533.35438067169,36,NA,113
"196",30761927020004,2012,0,11,NA,"Ponderosa and Jeffrey pines",NA,"Forest Service",10,3092.66188297436,54,180,100
"197",30761928020004,2012,0,48,11,"Woodland hardwoods","Ponderosa and Jeffrey pines","Forest Service",10,1803.33548389174,53,NA,NA
"198",30761929020004,2012,0,12,11,"True fir","Ponderosa and Jeffrey pines","Forest Service",10,7706.54362533281,35,NA,145
"199",30761930020004,2012,0,12,10,"True fir","Douglas-fir","Private and Native American",40,3298.45143162268,26,NA,101
"200",40218601010497,2010,0,12,11,"True fir","Ponderosa and Jeffrey pines","Forest Service",10,2163.85832434679,42,NA,57
"201",40218660010497,2010,0,11,12,"Ponderosa and Jeffrey pines","True fir","Private and Native American",40,1556.20849545589,85,NA,113
"202",40218668010497,2010,0,12,NA,"True fir",NA,"Private and Native American",40,926.0915222445,67,NA,63
"203",40218686010497,2010,0,11,NA,"Ponderosa and Jeffrey pines",NA,"Forest Service",10,510.49149416211,78,73,62
"204",40218687010497,2010,0,12,11,"True fir","Ponderosa and Jeffrey pines","Private and Native American",40,5673.8337930573,51,NA,73
"205",40218694010497,2010,0,11,NA,"Ponderosa and Jeffrey pines",NA,"Private and Native American",40,455.63237097669,59,29,48
"206",40218707010497,2010,0,12,11,"True fir","Ponderosa and Jeffrey pines","Forest Service",10,5196.31043091408,57,NA,122
"207",40218714010497,2010,0,12,11,"True fir","Ponderosa and Jeffrey pines","Private and Native American",40,322.245071453252,43,NA,46
"208",40218720010497,2010,0,12,11,"True fir","Ponderosa and Jeffrey pines","Forest Service",10,4820.40327736383,46,NA,89
"209",40218740010497,2010,0,11,20,"Ponderosa and Jeffrey pines","Incense-cedar","Private and Native American",40,1994.60218826521,92,NA,82
"210",40218741010497,2010,0,11,12,"Ponderosa and Jeffrey pines","True fir","Private and Native American",40,2046.32257254485,66,NA,59
"211",40218745010497,2010,0,20,11,"Incense-cedar","Ponderosa and Jeffrey pines","Forest Service",10,1766.60964523929,34,NA,50
"212",40218751010497,2010,0,20,48,"Incense-cedar","Woodland hardwoods","Private and Native American",40,989.936122912804,36,281,77
"213",40218765010497,2010,0,20,11,"Incense-cedar","Ponderosa and Jeffrey pines","Private and Native American",40,2927.45032428081,33,99,50
"214",40218792010497,2010,0,11,24,"Ponderosa and Jeffrey pines","Other western softwoods","Forest Service",10,4423.87628178649,46,NA,100
"215",40218799010497,2010,0,11,NA,"Ponderosa and Jeffrey pines",NA,"Forest Service",10,0,89,NA,NA
"216",40218812010497,2010,0,24,48,"Other western softwoods","Woodland hardwoods","Forest Service",10,854.962663326508,34,103,77
"217",44540702020004,2013,0,11,NA,"Ponderosa and Jeffrey pines",NA,"Forest Service",10,1522.12195734902,78,NA,74
"218",44540717020004,2013,0,11,12,"Ponderosa and Jeffrey pines","True fir","Private and Native American",40,2672.3524519225,97,NA,59
"219",44540771020004,2013,0,11,NA,"Ponderosa and Jeffrey pines",NA,"Private and Native American",40,4732.37705835974,69,NA,70
"220",44540846020004,2013,0,11,NA,"Ponderosa and Jeffrey pines",NA,"Private and Native American",40,5233.4667364548,59,NA,102
"221",44540926020004,2013,0,11,48,"Ponderosa and Jeffrey pines","Woodland hardwoods","Forest Service",10,9242.6188119183,56,NA,127
"222",44541362020004,2013,0,21,12,"Lodgepole pine","True fir","Forest Service",10,6124.37043015666,64,NA,87
"223",44541456020004,2013,0,11,NA,"Ponderosa and Jeffrey pines",NA,"Private and Native American",40,2483.21321088725,64,NA,95
"224",44542688020004,2013,0,48,47,"Woodland hardwoods","Other western hardwoods","Forest Service",10,107.878725288072,74,NA,NA
"225",44542837020004,2013,0,11,21,"Ponderosa and Jeffrey pines","Lodgepole pine","Private and Native American",40,2303.53401992392,85,NA,102
"226",44543204020004,2013,0,12,11,"True fir","Ponderosa and Jeffrey pines","Forest Service",10,5971.66435418782,50,NA,127
"227",44543531020004,2013,0,24,11,"Other western softwoods","Ponderosa and Jeffrey pines","Private and Native American",40,74.890471518416,87,NA,NA
"228",44543660020004,2013,0,48,24,"Woodland hardwoods","Other western softwoods","Forest Service",10,1077.30795874401,67,NA,NA
"229",48203404010497,2011,0,11,NA,"Ponderosa and Jeffrey pines",NA,"Forest Service",10,1223.21575916421,96,72,65
"230",48203407010497,2011,0,11,20,"Ponderosa and Jeffrey pines","Incense-cedar","Forest Service",10,1348.25790061694,32,267,83
"231",48203415010497,2011,0,11,NA,"Ponderosa and Jeffrey pines",NA,"Forest Service",10,2524.98995740336,67,360,114
"232",48203416010497,2011,0,12,11,"True fir","Ponderosa and Jeffrey pines","Private and Native American",40,5355.367993792,61,NA,88
"233",48203580010497,2011,0,11,24,"Ponderosa and Jeffrey pines","Other western softwoods","Forest Service",10,1997.86502865117,78,NA,101
"234",48203582010497,2011,0,11,12,"Ponderosa and Jeffrey pines","True fir","Private and Native American",40,2592.9470347497,85,NA,66
"235",48203583010497,2011,0,21,11,"Lodgepole pine","Ponderosa and Jeffrey pines","Forest Service",10,3955.21725382,73,NA,94
"236",48203584010497,2011,0,12,11,"True fir","Ponderosa and Jeffrey pines","Forest Service",10,4430.3838071113,44,NA,150
"237",48204842010497,2011,0,12,10,"True fir","Douglas-fir","Forest Service",10,10463.1133091532,44,NA,151
"238",48204880010497,2011,0,11,48,"Ponderosa and Jeffrey pines","Woodland hardwoods","Private and Native American",40,868.687078539472,45,NA,50
"239",48204921010497,2011,0,11,46,"Ponderosa and Jeffrey pines","Oak","Private and Native American",40,1544.94581225882,71,138,72
"240",48204962010497,2011,0,24,11,"Other western softwoods","Ponderosa and Jeffrey pines","Private and Native American",40,495.258836010764,64,NA,29
"241",48205239010497,2011,0,12,NA,"True fir",NA,"Other Federal",20,2410.81809743059,38,NA,105
"242",48205259010497,2011,0,12,20,"True fir","Incense-cedar","Forest Service",10,1287.62049297387,34,NA,NA
"243",48205474010497,2011,0,11,NA,"Ponderosa and Jeffrey pines",NA,"Private and Native American",40,2039.45412463203,72,NA,93
"244",48205696010497,2011,0,11,12,"Ponderosa and Jeffrey pines","True fir","Forest Service",10,2736.94290975265,57,NA,101
"245",216958729020004,2014,0,11,NA,"Ponderosa and Jeffrey pines",NA,"Forest Service",10,559.801599798632,71,47,43
"246",216958885020004,2014,0,24,48,"Other western softwoods","Woodland hardwoods","Other Federal",20,3266.12842973684,64,163,64
"247",216958906020004,2014,0,12,11,"True fir","Ponderosa and Jeffrey pines","Forest Service",10,2703.24658303039,45,NA,85
"248",216959085020004,2014,0,12,14,"True fir","Sugar pine","Private and Native American",40,2453.54761084781,49,72,108
"249",216959094020004,2014,0,24,11,"Other western softwoods","Ponderosa and Jeffrey pines","Private and Native American",40,444.484249834064,68,NA,53
"250",216959095020004,2014,0,11,NA,"Ponderosa and Jeffrey pines",NA,"Private and Native American",40,2285.78033095673,81,NA,96
"251",216959342020004,2014,0,11,48,"Ponderosa and Jeffrey pines","Woodland hardwoods","Private and Native American",40,444.548491243094,61,NA,61
"252",216959393020004,2014,0,48,11,"Woodland hardwoods","Ponderosa and Jeffrey pines","Forest Service",10,793.14654095309,55,NA,NA
"253",216960199020004,2014,0,20,11,"Incense-cedar","Ponderosa and Jeffrey pines","Private and Native American",40,62.0893841912,26,35,21
"254",216960220020004,2014,0,11,46,"Ponderosa and Jeffrey pines","Oak","Private and Native American",40,1914.53657967095,71,NA,72
"255",216960512020004,2014,0,46,11,"Oak","Ponderosa and Jeffrey pines","Forest Service",10,2335.7870639692,94,NA,45
"256",216960598020004,2014,0,12,11,"True fir","Ponderosa and Jeffrey pines","Forest Service",10,2309.11931585741,39,110,93
"257",216960768020004,2014,0,11,12,"Ponderosa and Jeffrey pines","True fir","Forest Service",10,8211.37912159211,98,NA,122
"258",216960814020004,2014,0,20,11,"Incense-cedar","Ponderosa and Jeffrey pines","Private and Native American",40,1713.43759638785,35,NA,69
"259",216961015020004,2014,0,12,14,"True fir","Sugar pine","Private and Native American",40,1840.86858558528,47,NA,121
"260",216961072020004,2014,0,11,NA,"Ponderosa and Jeffrey pines",NA,"Forest Service",10,321.285193116252,80,32,34
"261",216961661020004,2014,0,12,11,"True fir","Ponderosa and Jeffrey pines","Forest Service",10,594.391546865016,64,NA,57
"262",216961674020004,2014,0,11,12,"Ponderosa and Jeffrey pines","True fir","Forest Service",10,2952.75242483934,39,71,69
"263",216961712020004,2014,0,24,NA,"Other western softwoods",NA,"Forest Service",10,181.966429220616,61,NA,31
"264",273639934489998,2015,0,11,46,"Ponderosa and Jeffrey pines","Oak","Private and Native American",40,2476.55303215298,45,96,103
"265",273640474489998,2015,0,24,48,"Other western softwoods","Woodland hardwoods","Other Federal",20,522.587301764884,22,NA,36
"266",273641536489998,2015,0,24,48,"Other western softwoods","Woodland hardwoods","Other Federal",20,1076.08141885116,67,116,48
"267",273641614489998,2015,0,11,20,"Ponderosa and Jeffrey pines","Incense-cedar","Private and Native American",40,2109.47497836345,52,72,82
"268",273641648489998,2015,0,21,12,"Lodgepole pine","True fir","Forest Service",10,2319.56310058897,91,84,74
"269",273641844489998,2015,0,11,20,"Ponderosa and Jeffrey pines","Incense-cedar","Private and Native American",40,2960.3625191457,72,NA,77
"270",273641892489998,2015,0,11,12,"Ponderosa and Jeffrey pines","True fir","Private and Native American",40,3952.89942823693,41,294,102
"271",273641962489998,2015,0,12,11,"True fir","Ponderosa and Jeffrey pines","Private and Native American",40,948.225257587534,51,NA,87
"272",273642194489998,2015,0,12,10,"True fir","Douglas-fir","Private and Native American",40,3318.7622096885,36,NA,78
"273",273642281489998,2015,0,24,NA,"Other western softwoods",NA,"Other Federal",20,169.882403484226,62,NA,34
"274",273642432489998,2015,0,11,48,"Ponderosa and Jeffrey pines","Woodland hardwoods","Forest Service",10,2207.23959801862,46,75,46
"275",273642738489998,2015,0,11,20,"Ponderosa and Jeffrey pines","Incense-cedar","Forest Service",10,2001.09866899321,24,NA,80
"276",273642739489998,2015,0,12,11,"True fir","Ponderosa and Jeffrey pines","Private and Native American",40,623.31237423848,71,NA,54
"277",273642777489998,2015,0,11,NA,"Ponderosa and Jeffrey pines",NA,"Forest Service",10,1306.33434062762,91,133,92
"278",273642964489998,2015,0,11,NA,"Ponderosa and Jeffrey pines",NA,"Forest Service",10,8954.42599123778,80,221,115
"279",273643319489998,2015,0,11,12,"Ponderosa and Jeffrey pines","True fir","Private and Native American",40,737.558389839172,47,NA,86
"280",345935076489998,2016,0,48,11,"Woodland hardwoods","Ponderosa and Jeffrey pines","Forest Service",10,286.437532509364,39,NA,NA
"281",345935286489998,2016,0,24,23,"Other western softwoods","Woodland softwoods","Other Federal",20,350.970294277578,83,NA,42
"282",345935345489998,2016,0,12,11,"True fir","Ponderosa and Jeffrey pines","Private and Native American",40,4042.84034927253,34,NA,112
"283",345936287489998,2016,0,11,12,"Ponderosa and Jeffrey pines","True fir","Forest Service",10,5421.5982570374,90,NA,118
"284",345936730489998,2016,0,12,11,"True fir","Ponderosa and Jeffrey pines","Forest Service",10,3130.43076963951,40,NA,37
"285",345936731489998,2016,0,12,11,"True fir","Ponderosa and Jeffrey pines","Forest Service",10,8139.09892257256,46,NA,77
"286",345936732489998,2016,0,12,NA,"True fir",NA,"Forest Service",10,5977.67435724013,64,NA,136
"287",345936733489998,2016,0,11,12,"Ponderosa and Jeffrey pines","True fir","Forest Service",10,1762.25413233922,86,206,112
"288",345936751489998,2016,0,12,15,"True fir","Western white pine","Forest Service",10,3814.49497196726,61,NA,97
"289",345936752489998,2016,0,48,24,"Woodland hardwoods","Other western softwoods","Forest Service",10,750.996446080118,76,NA,NA
"290",345936753489998,2016,0,11,12,"Ponderosa and Jeffrey pines","True fir","Forest Service",10,5649.31420522062,83,NA,103
"291",345936754489998,2016,0,12,11,"True fir","Ponderosa and Jeffrey pines","Forest Service",10,4882.13005124974,50,NA,112
"292",345936755489998,2016,0,11,48,"Ponderosa and Jeffrey pines","Woodland hardwoods","Forest Service",10,2214.39717654539,86,128,96
"293",345936756489998,2016,0,11,20,"Ponderosa and Jeffrey pines","Incense-cedar","Forest Service",10,0,60,NA,NA
"294",412219844489998,2017,0,12,11,"True fir","Ponderosa and Jeffrey pines","Forest Service",10,2471.83237512053,30,NA,80
"295",412220908489998,2017,0,46,NA,"Oak",NA,"Forest Service",10,29.823967572776,81,NA,20
"296",412221637489998,2017,0,11,24,"Ponderosa and Jeffrey pines","Other western softwoods","Forest Service",10,1229.11923602789,30,NA,101
"297",412221638489998,2017,0,11,NA,"Ponderosa and Jeffrey pines",NA,"Forest Service",10,2264.33318475846,60,145,120
"298",412221639489998,2017,0,11,24,"Ponderosa and Jeffrey pines","Other western softwoods","Forest Service",10,2049.54079354994,36,127,92
"299",412221817489998,2017,0,12,11,"True fir","Ponderosa and Jeffrey pines","Private and Native American",40,8386.18261321855,65,61,90
"300",412221818489998,2017,0,12,14,"True fir","Sugar pine","Forest Service",10,4506.42684484527,58,NA,111
"301",412222076489998,2017,0,11,20,"Ponderosa and Jeffrey pines","Incense-cedar","Forest Service",10,1319.6251275333,37,NA,83
"302",412222126489998,2017,0,46,11,"Oak","Ponderosa and Jeffrey pines","Forest Service",10,1326.29665157027,51,NA,45
"303",412222135489998,2017,0,12,21,"True fir","Lodgepole pine","Other Federal",20,11217.1209303857,23,NA,115
"304",412222203489998,2017,0,20,11,"Incense-cedar","Ponderosa and Jeffrey pines","Private and Native American",40,2116.78338390641,28,NA,78
"305",412222204489998,2017,0,11,20,"Ponderosa and Jeffrey pines","Incense-cedar","Forest Service",10,763.194729118548,30,NA,88
"306",412222205489998,2017,0,11,12,"Ponderosa and Jeffrey pines","True fir","Private and Native American",40,539.052111392244,46,NA,57
"307",412222368489998,2017,0,11,20,"Ponderosa and Jeffrey pines","Incense-cedar","Private and Native American",40,2893.14873423917,52,NA,95
"308",412222430489998,2017,0,24,11,"Other western softwoods","Ponderosa and Jeffrey pines","Private and Native American",40,491.870016911552,89,NA,30
"309",412222544489998,2017,0,11,48,"Ponderosa and Jeffrey pines","Woodland hardwoods","Forest Service",10,3213.55848457631,70,111,103
"310",412222942489998,2017,0,11,NA,"Ponderosa and Jeffrey pines",NA,"Forest Service",10,3302.54922576795,67,355,124
"311",412223017489998,2017,0,12,10,"True fir","Douglas-fir","Private and Native American",40,3743.81915811114,50,164,130
"312",484816145489998,2018,0,12,11,"True fir","Ponderosa and Jeffrey pines","Private and Native American",40,2881.78183868811,56,135,114
"313",484816146489998,2018,0,10,11,"Douglas-fir","Ponderosa and Jeffrey pines","Forest Service",10,9437.11879393746,46,434,166
"314",484816149489998,2018,0,11,NA,"Ponderosa and Jeffrey pines",NA,"Forest Service",10,367.50225566108,102,60,88
"315",484816150489998,2018,0,11,12,"Ponderosa and Jeffrey pines","True fir","Forest Service",10,4641.53586780108,43,333,122
"316",484816158489998,2018,0,11,48,"Ponderosa and Jeffrey pines","Woodland hardwoods","Forest Service",10,5427.8601871311,66,247,107
"317",484816161489998,2018,0,11,24,"Ponderosa and Jeffrey pines","Other western softwoods","Private and Native American",40,2815.33525267541,65,NA,68
"318",484816162489998,2018,0,24,11,"Other western softwoods","Ponderosa and Jeffrey pines","Private and Native American",40,1008.85189193048,63,264,50
"319",484816166489998,2018,0,11,NA,"Ponderosa and Jeffrey pines",NA,"Forest Service",10,2815.28153964563,81,129,93
"320",484816167489998,2018,0,11,20,"Ponderosa and Jeffrey pines","Incense-cedar","Private and Native American",40,2215.33901817,32,122,72
"321",484816175489998,2018,0,12,48,"True fir","Woodland hardwoods","Forest Service",10,2670.54360405319,49,NA,142
"322",484816176489998,2018,0,11,NA,"Ponderosa and Jeffrey pines",NA,"Forest Service",10,1616.5016928433,81,NA,94
"323",484816177489998,2018,0,12,11,"True fir","Ponderosa and Jeffrey pines","Forest Service",10,7941.68351256863,65,NA,130
"324",484816178489998,2018,0,11,NA,"Ponderosa and Jeffrey pines",NA,"Forest Service",10,311.689672215436,106,NA,58
"325",484816180489998,2018,0,20,11,"Incense-cedar","Ponderosa and Jeffrey pines","Forest Service",10,3969.8221925054,46,NA,66
"326",484816182489998,2018,0,24,11,"Other western softwoods","Ponderosa and Jeffrey pines","Other Federal",20,937.55012434329,55,NA,58
"327",484816183489998,2018,0,12,NA,"True fir",NA,"Forest Service",10,7583.2011709179,73,NA,120
"328",484816189489998,2018,0,24,11,"Other western softwoods","Ponderosa and Jeffrey pines","Other Federal",20,479.749805324852,75,NA,63
"329",484816190489998,2018,0,11,NA,"Ponderosa and Jeffrey pines",NA,"Private and Native American",40,1387.15070832801,116,23,43
